what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411672725288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411672742205
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411672770855
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411672813564
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411672891943
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1411672909680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411672913359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411672913591
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411672915794
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411673023803
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411673026353
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411673089966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411673097395
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411673098607
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411673291888
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411673456882
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411673499596
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411673555216
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411673583751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411673660126
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411673754549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411673776089
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411674475483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411674561181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411674617301
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411674643175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411674650403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411674684173
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411674741573
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411674762272
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411674793330
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411674815373
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411674815549
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411674830213
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411674838822
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411674839023
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411674841433
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411674920001
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411674974924
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411674996299
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675009566
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675045525
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675051102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675051327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675083112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675123445
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675139425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675144954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675147303
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675175628
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675210198
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675255572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675271548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675310282
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675327276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675365511
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675368900
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675408665
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675408804
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675479407
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675512773
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675517106
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675517264
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675540696
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675560633
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411675561953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675594008
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675598156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675604754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675611180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675613529
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675619700
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675625121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675629855
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411675631418
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411675677544
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411675677746
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411675677935
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411675678166
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411675678367
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411675678528
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411675678700
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411675678947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411675679198
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411675679593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675682633
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411675691603
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411675698276
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675701981
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675708524
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411675719413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411675721658
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411676290368
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679175252
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679317785
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679360404
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679384215
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411679428259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411679429163
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679432439
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1411679441314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679441418
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411679446935
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411679461530
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1411679468535
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1411679471358
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411679472243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679474058
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679498154
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411679510480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679511509
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679517562
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411679523444
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679524344
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679549434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411679555827
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679556593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679661321
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411679685435
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679688103
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679926136
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411679933995
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679937967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679944958
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679946514
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411679950713
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411679962329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411680008494
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411680048778
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411680051009
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411680057272
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411680059757
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411680145503
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411680149963
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411680155990
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411680163804
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411680957928
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411681041060
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411681042410
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411681042614
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411681806537
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411681881678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411685123414
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411685582815
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411685603719
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411685642762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685676727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685677091
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685677288
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685677451
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685677635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685677861
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685678091
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685678326
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685678581
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685678832
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685679099
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685679347
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685679635
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685679925
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685680258
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685680595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685680886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685681315
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685682055
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685685243
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411685685857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.redo",1411685687924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411686234281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411686842326
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411686968189
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411687804012
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411687818293
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411688502725
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411688550231
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411689192847
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411689299615
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411689299831
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411689300063
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411689300512
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411689300932
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1411689350586
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1411689364354
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1411689370524
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411689373903
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411689392404
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411689725767
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411689783681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411689823460
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411689843035
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411689849020
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1411689855534
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1411689859868
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1411689862686
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1411689866456
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411689874437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411689875508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411690948854
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411690953403
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411690959804
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411690962542
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411690965022
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411690980188
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411691005054
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411691007773
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411691023415
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411691038338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411691069769
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411691109489
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411691145058
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411691207206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411691217041
