what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411627978413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411627979855
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411627988703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411627992719
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628003642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628030037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628045610
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411628051276
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411628099925
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628102134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628110499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628112378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628113533
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628115649
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628117250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411628127191
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628130619
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628141276
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411628146512
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411628149826
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411628161029
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628162241
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628173166
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411628186209
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628187033
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628206483
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411628218441
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628219613
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628227647
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411628229839
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411628230940
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411628233633
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411628235635
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411628240137
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411628250570
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411628254258
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1411628257337
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411628281618
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628282711
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628302902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411628325341
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628350811
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628350982
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411628353084
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411628378379
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411628404681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628406004
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628441533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1411628447923
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628454069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1411628476337
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411628487206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1411628487728
